PassengerId,Survived
0.1811926605504587,0
0.1819571865443425,1
0.1827217125382263,0
0.1834862385321101,0
0.18425076452599387,1
0.18501529051987767,0
0.18577981651376146,0
0.18654434250764526,0
0.18730886850152906,1
0.18807339449541285,0
0.18883792048929662,0
0.18960244648318042,0
0.19036697247706422,1
0.191131498470948,0
0.1918960244648318,1
0.1926605504587156,1
0.19342507645259938,0
0.19418960244648317,0
0.19495412844036697,0
0.19571865443425077,1
0.19648318042813456,0
0.19724770642201836,1
0.19801223241590213,1
0.19877675840978593,0
0.19954128440366972,1
0.20030581039755352,0
0.20107033639143732,1
0.2018348623853211,0
0.20259938837920488,0
0.20336391437308868,0
0.20412844036697247,0
0.20489296636085627,0
0.20565749235474007,0
0.20642201834862386,0
0.20718654434250763,1
0.20795107033639143,0
0.20871559633027523,0
0.20948012232415902,0
0.21024464831804282,0
0.21100917431192662,0
0.2117737003058104,0
0.21253822629969418,0
0.21330275229357798,0
0.21406727828746178,1
0.21483180428134557,1
0.21559633027522937,0
0.21636085626911314,0
0.21712538226299694,0
0.21788990825688073,1
0.21865443425076453,1
0.21941896024464833,0
0.22018348623853212,0
0.2209480122324159,1
0.2217125382262997,1
0.22247706422018348,0
0.22324159021406728,0
0.22400611620795108,0
0.22477064220183487,0
0.22553516819571864,0
0.22629969418960244,1
0.22706422018348624,0
0.22782874617737003,0
0.22859327217125383,0
0.22935779816513763,1
0.2301223241590214,1
0.2308868501529052,1
0.231651376146789,0
0.2324159021406728,0
0.23318042813455658,1
0.23394495412844038,1
0.23470948012232415,0
0.23547400611620795,0
0.23623853211009174,0
0.23700305810397554,0
0.23776758409785934,1
0.23853211009174313,0
0.2392966360856269,0
0.2400611620795107,1
0.2408256880733945,0
0.2415902140672783,0
0.2423547400611621,1
0.24311926605504589,0
0.24388379204892965,0
0.24464831804281345,0
0.24541284403669725,0
0.24617737003058104,0
0.24694189602446484,0
0.24770642201834864,0
0.2484709480122324,0
0.2492354740061162,1
0.25,1
0.25076452599388377,0
0.2515290519877676,1
0.25229357798165136,0
0.2530581039755352,0
0.25382262996941896,0
0.2545871559633027,1
0.25535168195718655,0
0.2561162079510703,0
0.25688073394495414,0
0.2576452599388379,1
0.25840978593272174,0
0.2591743119266055,0
0.2599388379204893,0
0.2607033639143731,1
0.26146788990825687,0
0.2622324159021407,0
0.26299694189602446,0
0.26376146788990823,0
0.26452599388379205,0
0.2652905198776758,0
0.26605504587155965,0
0.2668195718654434,1
0.26758409785932724,1
0.268348623853211,1
0.2691131498470948,0
0.2698776758409786,0
0.2706422018348624,1
0.2714067278287462,0
0.27217125382262997,1
0.27293577981651373,1
0.27370030581039756,0
0.27446483180428133,1
0.27522935779816515,0
0.2759938837920489,0
0.27675840978593275,0
0.2775229357798165,0
0.2782874617737003,0
0.2790519877675841,0
0.2798165137614679,0
0.2805810397553517,0
0.28134556574923547,1
0.28211009174311924,0
0.28287461773700306,0
0.28363914373088683,0
0.28440366972477066,0
0.2851681957186544,0
0.28593272171253825,0
0.286697247706422,0
0.2874617737003058,0
0.2882262996941896,0
0.2889908256880734,1
0.2897553516819572,0
0.290519877675841,0
0.29128440366972475,1
0.29204892966360857,0
0.29281345565749234,1
0.29357798165137616,0
0.29434250764525993,1
0.29510703363914376,0
0.2958715596330275,1
0.2966360856269113,0
0.2974006116207951,0
0.2981651376146789,1
0.2989296636085627,0
0.2996941896024465,0
0.30045871559633025,1
0.3012232415902141,0
0.30198776758409784,0
0.30275229357798167,1
0.30351681957186544,1
0.30428134556574926,1
0.30504587155963303,1
0.3058103975535168,0
0.3065749235474006,0
0.3073394495412844,0
0.3081039755351682,0
0.308868501529052,0
0.30963302752293576,1
0.3103975535168196,0
0.31116207951070335,0
0.3119266055045872,0
0.31269113149847094,0
0.31345565749235477,0
0.31422018348623854,0
0.3149847094801223,1
0.31574923547400613,1
0.3165137614678899,0
0.3172782874617737,1
0.3180428134556575,1
0.31880733944954126,0
0.3195718654434251,1
0.32033639143730885,1
0.3211009174311927,0
0.32186544342507645,1
0.32262996941896027,0
0.32339449541284404,1
0.3241590214067278,0
0.32492354740061163,0
0.3256880733944954,0
0.3264525993883792,0
0.327217125382263,0
0.32798165137614677,1
0.3287461773700306,0
0.32951070336391436,1
0.3302752293577982,0
0.33103975535168195,1
0.3318042813455658,0
0.33256880733944955,0
0.3333333333333333,0
0.33409785932721714,1
0.3348623853211009,1
0.33562691131498473,1
0.3363914373088685,1
0.33715596330275227,0
0.3379204892966361,0
0.33868501529051986,0
0.3394495412844037,0
0.34021406727828746,1
0.3409785932721712,0
0.34174311926605505,0
0.3425076452599388,0
0.34327217125382264,0
0.3440366972477064,1
0.34480122324159024,0
0.345565749235474,0
0.3463302752293578,0
0.3470948012232416,0
0.34785932721712537,1
0.3486238532110092,0
0.34938837920489296,1
0.35015290519877673,0
0.35091743119266056,1
0.3516819571865443,0
0.35244648318042815,1
0.3532110091743119,0
0.35397553516819574,0
0.3547400611620795,0
0.3555045871559633,0
0.3562691131498471,0
0.3570336391437309,0
0.3577981651376147,1
0.35856269113149847,0
0.35932721712538224,0
0.36009174311926606,0
0.36085626911314983,0
0.36162079510703365,0
0.3623853211009174,0
0.36314984709480125,1
0.363914373088685,1
0.3646788990825688,1
0.3654434250764526,1
0.3662079510703364,1
0.3669724770642202,0
0.367737003058104,1
0.36850152905198774,0
0.36926605504587157,1
0.37003058103975534,0
0.37079510703363916,1
0.37155963302752293,1
0.37232415902140675,1
0.3730886850152905,0
0.3738532110091743,0
0.3746177370030581,0
0.3753822629969419,0
0.3761467889908257,0
0.3769113149847095,0
0.37767584097859325,0
0.37844036697247707,1
0.37920489296636084,0
0.37996941896024466,0
0.38073394495412843,0
0.38149847094801226,1
0.382262996941896,1
0.3830275229357798,0
0.3837920489296636,0
0.3845565749235474,0
0.3853211009174312,0
0.386085626911315,0
0.38685015290519875,0
0.3876146788990826,0
0.38837920489296635,0
0.38914373088685017,1
0.38990825688073394,1
0.39067278287461776,0
0.39143730886850153,1
0.3922018348623853,0
0.3929663608562691,0
0.3937308868501529,0
0.3944954128440367,0
0.3952599388379205,0
0.39602446483180426,1
0.3967889908256881,0
0.39755351681957185,0
0.3983180428134557,0
0.39908256880733944,0
0.39984709480122327,0
0.40061162079510704,0
0.4013761467889908,0
0.40214067278287463,0
0.4029051987767584,0
0.4036697247706422,1
0.404434250764526,0
0.40519877675840976,0
0.4059633027522936,0
0.40672782874617736,0
0.4074923547400612,1
0.40825688073394495,0
0.4090214067278288,0
0.40978593272171254,0
0.4105504587155963,0
0.41131498470948014,0
0.4120795107033639,0
0.41284403669724773,0
0.4136085626911315,0
0.41437308868501527,1
0.4151376146788991,0
0.41590214067278286,1
0.4166666666666667,0
0.41743119266055045,0
0.4181957186544342,0
0.41896024464831805,0
0.4197247706422018,0
0.42048929663608564,0
0.4212538226299694,1
0.42201834862385323,1
0.422782874617737,0
0.4235474006116208,0
0.4243119266055046,0
0.42507645259938837,0
0.4258409785932722,0
0.42660550458715596,0
0.42737003058103973,0
0.42813455657492355,1
0.4288990825688073,1
0.42966360856269115,0
0.4304281345565749,1
0.43119266055045874,0
0.4319571865443425,0
0.4327217125382263,0
0.4334862385321101,1
0.43425076452599387,0
0.4350152905198777,0
0.43577981651376146,1
0.43654434250764523,0
0.43730886850152906,0
0.4380733944954128,0
0.43883792048929665,0
0.4396024464831804,0
0.44036697247706424,1
0.441131498470948,0
0.4418960244648318,0
0.4426605504587156,0
0.4434250764525994,1
0.4441896024464832,1
0.44495412844036697,0
0.44571865443425074,0
0.44648318042813456,1
0.44724770642201833,0
0.44801223241590216,1
0.4487767584097859,1
0.44954128440366975,0
0.4503058103975535,0
0.4510703363914373,0
0.4518348623853211,0
0.4525993883792049,0
0.4533639143730887,1
0.4541284403669725,0
0.45489296636085624,0
0.45565749235474007,1
0.45642201834862384,0
0.45718654434250766,1
0.45795107033639143,1
0.45871559633027525,0
0.459480122324159,1
0.4602446483180428,0
0.4610091743119266,0
0.4617737003058104,0
0.4625382262996942,1
0.463302752293578,0
0.46406727828746175,0
0.4648318042813456,1
0.46559633027522934,0
0.46636085626911317,0
0.46712538226299694,1
0.46788990825688076,1
0.46865443425076453,0
0.4694189602446483,0
0.4701834862385321,0
0.4709480122324159,0
0.4717125382262997,0
0.4724770642201835,0
0.47324159021406725,0
0.4740061162079511,1
0.47477064220183485,0
0.47553516819571867,1
0.47629969418960244,0
0.47706422018348627,0
0.47782874617737003,0
0.4785932721712538,0
0.4793577981651376,0
0.4801223241590214,1
0.4808868501529052,1
0.481651376146789,0
0.48241590214067276,0
0.4831804281345566,1
0.48394495412844035,0
0.4847094801223242,1
0.48547400611620795,0
0.48623853211009177,0
0.48700305810397554,1
0.4877675840978593,0
0.48853211009174313,1
0.4892966360856269,0
0.4900611620795107,0
0.4908256880733945,0
0.49159021406727826,0
0.4923547400611621,0
0.49311926605504586,1
0.4938837920489297,0
0.49464831804281345,0
0.4954128440366973,1
0.49617737003058104,0
0.4969418960244648,0
0.49770642201834864,1
0.4984709480122324,0
0.49923547400611623,0
0.5,1
